X,Y,OBJECTID,LM_ID,LM_NAME,CATEGORY,LM_TYPE,SDA_CAT,STR_ADDR,UNIT,MUN,PR,POSTAL,PHONE,WEBSITE,Type,ExtDay,WARDNUM,ROPADRID
-8885050.9335,5423499.7243,491,CC-PLP-148b,St. Stephen (PLASP),Social Services,Child Care (PLASP),Child Care Centre,17 Colonel Bertram Rd,,Brampton,ON,L6Z 4N8,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0930,School-Based Centre,Yes,2,177363
-8885021.1091,5423475.4425,492,CC-PLP-148a,St. Stephen Early Learning Centre (PLASP),Social Services,Child Care (PLASP),Child Care Centre,17 Colonel Bertram Rd,,Brampton,ON,L6Z 4N8,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0434,School-Based Centre,No,2,
-8877933.9555,5402429.9221,493,CC-PLP-069,St. Teresa of Avila (PLASP),Social Services,Child Care (PLASP),Child Care Centre,6675 Montevideo Rd,,Mississauga,ON,L5N 4E8,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0703,School-Based Centre,Yes,9,255080
-8861513.1036,5405739.4285,494,CC-PLP-092,St. Teresa of Calcutta (PLASP),Social Services,Child Care (PLASP),Child Care Centre,1120 Runningbrook Dr,,Mississauga,ON,L4Y 2T2,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0691,School-Based Centre,Yes,3,
-8880813.5252,5400622.0247,495,CC-PLP-050,St. Therese of the Child Jesus (PLASP),Social Services,Child Care (PLASP),Child Care Centre,6930 Forest Park Dr,,Mississauga,ON,L5N 6X7,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0704,School-Based Centre,Yes,10,280392
-8861263.2374,5404603.1028,496,CC-PLP-086,St. Thomas More (PLASP),Social Services,Child Care (PLASP),Child Care Centre,3270 Tomken Rd,,Mississauga,ON,L4Y 2Y7,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0674,School-Based Centre,Yes,3,109967
-8860959.8145,5400673.5378,497,CC-PLP-056,St. Timothy (PLASP),Social Services,Child Care (PLASP),Child Care Centre,2214 Cliff Rd,,Mississauga,ON,L5A 2N9,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0694,School-Based Centre,Yes,7,253306
-8883314.5263,5417455.7177,498,CC-PLP-123,St. Ursula (PLASP),Social Services,Child Care (PLASP),Child Care Centre,11 Dwellers Rd,,Brampton,ON,L6X 5C1,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0773,School-Based Centre,Yes,5,292794
-8870996.9496,5403850.8687,499,CC-FDC-020,St. Valentine (Family Day Care),Social Services,Child Care (Family Day),Child Care Centre,5610 Heatherleigh Ave,,Mississauga,ON,L5V 2V9,416-922-3434,https://peelchildcare.cioc.ca/record/CDR0917,School-Based Centre,Yes,6,271616
-8874093.5729,5408546.8306,500,CC-PLP-103,St. Veronica (PLASP),Social Services,Child Care (PLASP),Child Care Centre,680 Novo Star Dr,,Mississauga,ON,L5W 1C7,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0716,School-Based Centre,Yes,11,227954
-8863443.4353,5405805.1552,501,CC-PLP-217,St. Vincent de Paul (PLASP),Social Services,Child Care (PLASP),Child Care Centre,665 Willowbank Trail,,Mississauga,ON,L4W 3L6,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0675,School-Based Centre,Yes,3,303930
-8878640.5272,5428459.7243,502,CC-PLP-218,Stanley Mills (PLASP),Social Services,Child Care (PLASP),Child Care Centre,286 Sunny Meadow Blvd,,Brampton,ON,L6R 3C3,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0791,School-Based Centre,Yes,9,236991
-8876880.4066,5402655.5868,503,CC-OTH-079,Streetsville Children's Centre - Millcreek,Social Services,Child Care (Other),Child Care Centre,6535 Millcreek Dr,"51,52",Mississauga,ON,L5N 2M2,905-813-7318,https://peelchildcare.cioc.ca/record/CDR0526,Community-Based For-Profit Centre,No,9,86867
-8861265.8786,5409303.1646,504,CC-PLP-104,Sts. Martha and Mary (PLASP),Social Services,Child Care (PLASP),Child Care Centre,1760 Bough Beeches Blvd,,Mississauga,ON,L4W 2B9,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0676,School-Based Centre,Yes,3,113569
-8864932.234,5404115.444,505,CC-PLP-081,Sts. Peter and Paul (PLASP),Social Services,Child Care (PLASP),Child Care Centre,4205 Woodington Dr,,Mississauga,ON,L4Z 1K2,905-890-1711,https://peelchildcare.cioc.ca/record/CDR1048,School-Based Centre,Yes,4,255654
-8859935.0646,5408847.8125,506,CC-OTH-140,Sunshine Children's Centre,Social Services,Child Care (Other),Child Care Centre,3657 Ponytrail Dr,,Mississauga,ON,L4X 1W5,905-625-6539,https://peelchildcare.cioc.ca/record/CDR0457,Community-Based Non-Profit Centre,No,3,250467
-8871418.686,5423055.4213,507,CC-OTH-310,Tall Pines School,Social Services,Child Care (Other),Child Care Centre,8525 Torbram Rd,,Brampton,ON,L6T 5K4,905-458-6770,https://peelchildcare.cioc.ca/record/CDR1020,Community-Based For-Profit Centre,No,8,
-8862480.3379,5395559.2361,508,CC-PLP-019,Tecumseh (PLASP),Social Services,Child Care (PLASP),Child Care Centre,1480 Chriseden Dr,,Mississauga,ON,L5H 1V4,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0657,School-Based Centre,Yes,2,146969
-8866502.4192,5395772.2259,509,CC-OTH-020,Tender Years Co-operative School,Social Services,Child Care (Other),Child Care Centre,1444 Dundas Cres,,Mississauga,ON,L5C 1E9,905-828-1104,https://peelchildcare.cioc.ca/record/CDR0472,Community-Based Non-Profit Centre,No,7,
-8882454.153,5423951.7171,510,CC-PLP-154,Terry Fox (PLASP),Social Services,Child Care (PLASP),Child Care Centre,95 Richvale Dr N,,Brampton,ON,L6Z 1Y6,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0744,School-Based Centre,Yes,2,290941
-8869803.2951,5401364.854,511,CC-OTH-337,Terry Fox Montessori Inc.,Social Services,Child Care (Other),Child Care Centre,1051 Eglinton Ave W,,Mississauga,ON,L5V 2W3,289-997-1312,https://peelchildcare.cioc.ca/record/CDR1614,Community-Based For-Profit Centre,No,6,226146
-8872846.7053,5442915.043,512,CC-OTH-348,The Early Childhood Academy Corp.,Social Services,Child Care (Other),Child Care Centre,20 Simona Dr,1,Caledon,ON,L7E 4K1,905-857-6664,https://peelchildcare.cioc.ca/record/CDR1685,Community-Based For-Profit Centre,No,5,427021
-8869286.6571,5391694.393,513,CC-FDC-024,Thorn Lodge (Family Day Care),Social Services,Child Care (Family Day),Child Care Centre,2730 Thorn Lodge Dr,,Mississauga,ON,L5K 1Y6,416-922-3434,https://peelchildcare.cioc.ca/record/CDR1032,School-Based Centre,Yes,2,
-8863378.2733,5402122.5613,514,CC-PLP-067,Thornwood (PLASP),Social Services,Child Care (PLASP),Child Care Centre,277 Mississauga Valley Blvd,,Mississauga,ON,L5A 1Y6,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0677,School-Based Centre,Yes,4,228271
-8862773.4182,5400149.0689,515,CC-OTH-053,Tiny Treasure Mississauga Day Care,Social Services,Child Care (Other),Child Care Centre,80 King St W,,Mississauga,ON,L5B 1G9,905-276-2370,https://peelchildcare.cioc.ca/record/CDR0480,Community-Based For-Profit Centre,No,7,240758
-8860663.6341,5399137.052,516,CC-OTH-045,Tiny Treasure Montessori School,Social Services,Child Care (Other),Child Care Centre,84 South Service Rd,,Mississauga,ON,L5G 2R9,905-271-2600,https://peelchildcare.cioc.ca/record/CDR0587,Community-Based For-Profit Centre,No,1,
-8887397.1217,5428277.0145,517,CC-FDC-035,Tony Pontes (Family Day),Social Services,Child Care (Family Day),Child Care Centre,12872 Kennedy Rd,,Caledon,ON,L7C 4C4,416-922-9556 ext 2418,https://peelchildcare.cioc.ca/record/CDR1651,School-Based Centre,Yes,2,444721
-8857331.3517,5400879.407,518,CC-OTH-311,Toronto French School,Social Services,Child Care (French),Child Care Centre,1293 Meredith Ave,,Mississauga,ON,L5E 2E6,905-278-7243,https://peelchildcare.cioc.ca/record/CDR1406,Community-Based For-Profit Centre,No,1,
-8879849.9126,5403014.8173,519,CC-OTH-274,Tot Town Child Care,Social Services,Child Care (Other),Child Care Centre,7205 Copenhagen Rd ,"3,4",Mississauga,ON,L5N 2C5,905-858-7852,https://peelchildcare.cioc.ca/record/CDR1012,Community-Based For-Profit Centre,No,9,400161
-8875821.74,5431200.7673,520,CC-PLP-169,Treeline (PLASP),Social Services,Child Care (PLASP),Child Care Centre,145 Treeline Blvd,,Brampton,ON,L6P 1E7,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0767,School-Based Centre,Yes,10,319272
-8879807.8513,5399366.8992,521,CC-PLP-040b,Trelawny (PLASP),Social Services,Child Care (PLASP),Child Care Centre,3420 Trelawny Cir,,Mississauga,ON,L5N 6N6,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0705,School-Based Centre,Yes,10,229815
-8879848.9035,5399365.6793,522,CC-PLP-040a,Trelawny Early Learning Centre (PLASP),Social Services,Child Care (PLASP),Child Care Centre,3420 Trelawny Cir,,Mississauga,ON,L5N 6N6,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0529,School-Based Centre,No,10,
-8887772.9627,5417699.8535,523,CC-PLP-244,Tribune (PLASP),Social Services,Child Care (PLASP),Child Care Centre,30 Tribune Dr,,Brampton,ON,L7A 0X5,647-408-2100,https://peelchildcare.cioc.ca/record/CDR1439,School-Based Centre,Yes,6,397281
-8898148.5184,5434033.6,524,CC-OTH-215,Village Montessori School,Social Services,Child Care (Other),Child Care Centre,15673 McLaughlin Rd,,Caledon,ON,L7C 1M9,905-838-3886,https://peelchildcare.cioc.ca/record/CAL0075,Community-Based For-Profit Centre,No,1,253868
-8875028.6098,5399988.1754,525,CC-PLP-046,Vista Heights (PLASP),Social Services,Child Care (PLASP),Child Care Centre,89 Vista Blvd,,Mississauga,ON,L5M 1V8,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0699,School-Based Centre,Yes,11,400216
-8871628.5662,5431337.0812,526,CC-OTH-300,Walnut Grove (PEAL Centres),Social Services,Child Care (Other),Child Care Centre,10 Pinestaff Rd,,Brampton,ON,L6P 3X8,647-294-2009,https://peelchildcare.cioc.ca/record/CDR0218,School-Based Centre,Yes,8,348515
-8877363.2813,5401569.155,527,CC-OTH-347,West Credit Child Care Centre,Social Services,Child Care (Other),Child Care Centre,6325 Montevideo Rd,,Mississauga,ON,L5N 4G7,905-858-3087 ext 209,https://peelchildcare.cioc.ca/record/CDR1475,School-Based Centre,No,9,1239
-8871310.3396,5391163.0174,528,CC-OTH-009,West Park Day Care,Social Services,Child Care (Other),Child Care Centre,3100 Ridgeway Dr ,45,Mississauga,ON,L5L 5M5,905-820-7211,https://peelchildcare.cioc.ca/record/CDR0494,Community-Based Non-Profit Centre,No,8,
-8859122.9156,5402243.5957,529,CC-PLP-070,Westacres (PLASP),Social Services,Child Care (PLASP),Child Care Centre,2165 Breezy Brae Dr,,Mississauga,ON,L4Y 1N3,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0678,School-Based Centre,Yes,1,117993
-8879920.3065,5402945.0296,530,CC-OTH-083,Westbrook Montessori Academy,Social Services,Child Care (Other),Child Care Centre,7227 Copenhagen Rd,,Mississauga,ON,L5N 2C6,905-826-4648,https://peelchildcare.cioc.ca/record/CDR0248,Community-Based For-Profit Centre,No,9,110204
-8878353.5459,5402932.3982,531,CC-OTH-089,Western Heights Montessori Academy,Social Services,Child Care (Other),Child Care Centre,6920 Millcreek Dr,4,Mississauga,ON,L5N 6C1,905-858-5845,https://peelchildcare.cioc.ca/record/CDR0527,Community-Based For-Profit Centre,Yes,9,240997
-8881126.3844,5419771.3754,532,CC-PLP-227,Westervelts (PLASP),Social Services,Child Care (PLASP),Child Care Centre,20 Brickyard Way,,Brampton,ON,L6V 4L5,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0746,School-Based Centre,Yes,1,239417
-8881865.9674,5408496.959,533,CC-PLP-243,Whaley's Corner Public School (PLASP),Social Services,Child Care (PLASP),Child Care Centre,140 Howard Stewart Rd,,Brampton,ON,L6Y 6B1,1-888-739-4102,https://peelchildcare.cioc.ca/record/CDR1610,School-Based Centre,No,6,421467
-8864649.4412,5392572.8418,534,CC-PLP-007,White Oaks (PLASP),Social Services,Child Care (PLASP),Child Care Centre,1690 Mazo Cres,,Mississauga,ON,L5J 1Y8,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0658,School-Based Centre,Yes,2,45603
-8864755.7781,5391896.0311,535,CC-OTH-313,White Oaks Montessori (Clarkson),Social Services,Child Care (Other),Child Care Centre,1338 Clarkson Rd,,Mississauga,ON,L5J 2W5,905-278-4454,https://peelchildcare.cioc.ca/record/CDR0571,Community-Based For-Profit Centre,No,2,42254
-8863964.1078,5394955.4574,536,CC-OTH-312,White Oaks Montessori (Vanier),Social Services,Child Care (Other),Child Care Centre,1200 Vanier Dr,,Mississauga,ON,L5H 4C7,905-278-4454,https://peelchildcare.cioc.ca/record/CDR0571,Community-Based For-Profit Centre,No,2,
-8880526.9456,5398701.5296,537,CC-OTH-275,White Pines Montessori Academy,Social Services,Child Care (Other),Child Care Centre,3945 Doug Leavens Blvd,,Mississauga,ON,L5N 0A5,905-824-8700,https://peelchildcare.cioc.ca/record/CDR1015,Community-Based For-Profit Centre,No,10,
-8872441.7924,5403144.8644,538,CC-PLP-075,Whitehorn (PLASP),Social Services,Child Care (PLASP),Child Care Centre,5785 Whitehorn Ave,,Mississauga,ON,L5V 2A9,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0714,School-Based Centre,Yes,6,275702
-8860654.7069,5406906.5096,539,CC-YMC-069,Williamsport (YMCA),Social Services,Child Care (YMCA),Child Care Centre,1320 Williamsport Dr,,Mississauga,ON,L4X 2T6,905-625-5624,https://peelchildcare.cioc.ca/record/CDR0445,Community-Based Non-Profit Centre,No,3,
-8873393.8645,5400584.9158,540,CC-OTH-328,Willow Tree Montessori,Social Services,Child Care (Other),Child Care Centre,274 Queen St S,,Mississauga,ON,L5M 1L8,647-787-8274,https://peelchildcare.cioc.ca/record/CDR1483,Community-Based For-Profit Centre,No,11,86366
-8873262.0146,5401857.9246,541,CC-FDC-002,Willow Way (Family Day Care),Social Services,Child Care (Family Day),Child Care Centre,1715 Willow Way,,Mississauga,ON,L5M 3W5,416-922-3434,https://peelchildcare.cioc.ca/record/CDR0537,School-Based Centre,Yes,6,
-8885624.5064,5419026.5151,542,CC-OTH-326,Willowbrae Academy Brampton,Social Services,Child Care (Other),Child Care Centre,10651 Chinguacousy Rd,,Brampton,ON,L7A 0N5,647-332-2688,https://peelchildcare.cioc.ca/record/CDR1464,Community-Based For-Profit Centre,No,6,315315
-8868601.8507,5407163.4565,543,CC-OTH-124,Willows Point Montessori,Social Services,Child Care (Other),Child Care Centre,5685 Whittle Rd,,Mississauga,ON,L4Z 3P8,905-568-4069,https://peelchildcare.cioc.ca/record/CDR0539,Community-Based For-Profit Centre,No,5,24946
-8879711.5979,5417310.4515,544,CC-OTH-282,Wonder Years Montessori,Social Services,Child Care (Other),Child Care Centre,49 David St,,Brampton,ON,L7K 0E8,1-866-317-6251,https://peelchildcare.cioc.ca/record/CDR1282,Community-Based Non-Profit Centre,No,1,202085
-8885363.3411,5416740.649,545,CC-PLP-118,Worthington (PLASP),Social Services,Child Care (PLASP),Child Care Centre,71 Worthington Ave,,Brampton,ON,L7A 1N9,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0771,School-Based Centre,Yes,6,276742
-8863568.6781,5390989.606,546,CC-OTH-010,Young Minds Montessori Preschool,Social Services,Child Care (Other),Child Care Centre,1744 Lakeshore Rd W,,Mississauga,ON,L5J 4N8,905-403-0403,https://peelchildcare.cioc.ca/record/CDR0566,Community-Based For-Profit Centre,No,2,418038
-8881619.1966,5425300.0857,547,CC-OTH-288,Yunaland,Social Services,Child Care (Other),Child Care Centre,10747 Heart Lake Rd,Lower Level,Brampton,ON,L6Z 0B7,647-494-3253,https://peelchildcare.cioc.ca/record/CDR1347,Community-Based For-Profit Centre,No,2,88173
